"","Gene_ID","n_SNPs","n_in_exons","n_introns","n_upstream","n_downstream","n_nonsynonymous","n_synonymous","n_modifer","n_low_impact","n_mod_impact","n_high_impact","effects","max_upstream_dist","min_upstream_dist","CHROM","n_in_gene","gene_length","gene_length_kb","n_in_gene_per_kb","up_to_in_ratio","up_to_in_per_kb_ratio","In_sigs","n_in_gene_per_kb_tf"
"3009","YJL042W",34,34,0,0,0,12,22,0,22,12,0,"missense_variant;synonymous_variant",NA,NA,"X",34,4197,4.197,8.10102454133905,0,0,FALSE,2.84622988202623
"3010","YJL043W",9,9,0,0,0,5,4,0,4,5,0,"synonymous_variant;missense_variant",NA,NA,"X",9,774,0.774,11.6279069767442,0,0,FALSE,3.40997169735237
"3011","YJL044C",20,15,0,5,0,5,10,5,10,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",376,26,"X",15,1377,1.377,10.8932461873638,0.333333333333333,0.459,FALSE,3.30049180992225
"3012","YJL045W",13,13,0,0,0,2,11,0,11,2,0,"missense_variant;synonymous_variant",NA,NA,"X",13,1905,1.905,6.8241469816273,0,0,FALSE,2.6123068314475
"3013","YJL046W",6,6,0,0,0,2,4,0,4,2,0,"missense_variant;synonymous_variant",NA,NA,"X",6,1230,1.23,4.8780487804878,0,0,FALSE,2.20863052149693
"3014","YJL047C",21,21,0,0,0,3,18,0,18,3,0,"synonymous_variant;missense_variant",NA,NA,"X",21,2529,2.529,8.30367734282325,0,0,FALSE,2.88161019966672
"3015","YJL048C",19,7,0,12,0,0,7,12,7,0,0,"synonymous_variant;upstream_gene_variant",759,15,"X",7,1191,1.191,5.87741393786734,1.71428571428571,2.04171428571429,FALSE,2.42433783492882
"3016","YJL049W",8,7,0,1,0,2,5,1,5,2,0,"upstream_gene_variant;synonymous_variant;missense_variant",11,11,"X",7,1353,1.353,5.17368810051737,0.142857142857143,0.193285714285714,FALSE,2.27457426797134
"3017","YJL050W",28,28,0,0,0,9,19,0,19,9,0,"missense_variant;synonymous_variant",NA,NA,"X",28,3222,3.222,8.69025450031037,0,0,FALSE,2.94792376093928
"3018","YJL051W",16,16,0,0,0,6,10,0,10,6,0,"synonymous_variant;missense_variant",NA,NA,"X",16,2469,2.469,6.48035641960308,0,0,FALSE,2.54565441873069
"3019","YJL052W",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"X",5,999,0.999,5.005005005005,0,0,FALSE,2.23718685071341
"3020","YJL053W",7,7,0,0,0,1,6,0,6,1,0,"missense_variant;synonymous_variant",NA,NA,"X",7,1140,1.14,6.14035087719298,0,0,FALSE,2.47797313891676
"3021","YJL054W",9,9,0,0,0,4,5,0,5,4,0,"synonymous_variant;missense_variant",NA,NA,"X",9,1437,1.437,6.26304801670146,0,0,FALSE,2.50260824275424
"3022","YJL055W",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"X",3,738,0.738,4.0650406504065,0,0,FALSE,2.01619459636378
"3023","YJL056C",11,11,0,0,0,6,5,0,5,6,0,"missense_variant;synonymous_variant",NA,NA,"X",11,2643,2.643,4.16193719258419,0,0,FALSE,2.04008264356721
"3024","YJL057C",11,11,0,0,0,7,4,0,4,7,0,"missense_variant;synonymous_variant",NA,NA,"X",11,2004,2.004,5.48902195608782,0,0,FALSE,2.34286618399085
"3025","YJL058C",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"X",5,1632,1.632,3.06372549019608,0,0,FALSE,1.75035010503501
"3026","YJL059W",7,4,0,3,0,2,2,3,2,2,0,"upstream_gene_variant;missense_variant;synonymous_variant",51,40,"X",4,1227,1.227,3.2599837000815,0.75,0.92025,FALSE,1.80554249467618
"3027","YJL060W",20,3,0,17,0,0,3,17,3,0,0,"upstream_gene_variant;synonymous_variant",935,1,"X",3,1335,1.335,2.24719101123596,5.66666666666667,7.565,FALSE,1.49906337799172
"3028","YJL061W",22,22,0,0,0,10,12,0,12,10,0,"synonymous_variant;missense_variant",NA,NA,"X",22,2142,2.142,10.2707749766573,0,0,FALSE,3.20480498262489
"3029","YJL062W",22,22,0,0,0,10,12,0,12,10,0,"missense_variant;synonymous_variant",NA,NA,"X",22,2493,2.493,8.82470918572002,0,0,FALSE,2.97064120784049
"3030","YJL063C",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"X",3,717,0.717,4.18410041841004,0,0,FALSE,2.04550737432307
"3031","YJL065C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"X",3,504,0.504,5.95238095238095,0,0,FALSE,2.43975018237133
"3032","YJL066C",6,6,0,0,0,0,6,0,6,0,0,"synonymous_variant",NA,NA,"X",6,759,0.759,7.90513833992095,0,0,FALSE,2.81160778557767
"3033","YJL067W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,NA,NA,NA,0,NA,FALSE,NA
"3034","YJL068C",17,17,0,0,0,5,12,0,12,5,0,"synonymous_variant;missense_variant",NA,NA,"X",17,900,0.9,18.8888888888889,0,0,FALSE,4.34613493680177
"3035","YJL069C",11,11,0,0,0,3,8,0,8,3,0,"synonymous_variant;missense_variant",NA,NA,"X",11,1785,1.785,6.1624649859944,0,0,FALSE,2.48243126510975
"3036","YJL070C",35,35,0,0,0,11,24,0,24,11,0,"synonymous_variant;missense_variant",NA,NA,"X",35,2667,2.667,13.1233595800525,0,0,FALSE,3.62261778001109
"3037","YJL071W",18,18,0,0,0,6,12,0,12,6,0,"missense_variant;synonymous_variant",NA,NA,"X",18,1725,1.725,10.4347826086957,0,0,FALSE,3.23029141234899
"3038","YJL072C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"X",1,642,0.642,1.55763239875389,0,0,FALSE,1.24805144074829
"3039","YJL073W",21,21,0,0,0,10,11,0,11,10,0,"missense_variant;synonymous_variant",NA,NA,"X",21,1938,1.938,10.8359133126935,0,0,FALSE,3.2917948466898
"3040","YJL074C",33,33,0,0,0,8,25,0,25,8,0,"synonymous_variant;missense_variant",NA,NA,"X",33,3693,3.693,8.93582453290008,0,0,FALSE,2.98928495344624
"3041","YJL075C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,417,0.417,2.39808153477218,0,0,FALSE,1.54857403270628
"3042","YJL076W",33,33,0,0,0,16,17,0,17,16,0,"missense_variant;synonymous_variant",NA,NA,"X",33,3570,3.57,9.2436974789916,0,0,FALSE,3.0403449605253
"3043","YJL077C",6,6,0,0,0,4,2,0,2,4,0,"missense_variant;synonymous_variant",NA,NA,"X",6,396,0.396,15.1515151515152,0,0,FALSE,3.89249472080761
"3044","YJL077W-B",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,99,0.099,10.1010101010101,0,0,FALSE,3.17820863081864
"3045","YJL078C",53,53,0,0,0,22,31,0,31,22,0,"synonymous_variant;missense_variant",NA,NA,"X",53,2646,2.646,20.0302343159486,0,0,FALSE,4.47551497773704
"3046","YJL079C",12,12,0,0,0,4,8,0,8,4,0,"synonymous_variant;missense_variant",NA,NA,"X",12,900,0.9,13.3333333333333,0,0,FALSE,3.65148371670111
"3047","YJL080C",24,24,0,0,0,8,16,0,16,8,0,"missense_variant;synonymous_variant",NA,NA,"X",24,3669,3.669,6.54129190515127,0,0,FALSE,2.55759494548126
"3048","YJL081C",8,4,0,4,0,0,4,4,4,0,0,"synonymous_variant;upstream_gene_variant",284,7,"X",4,1470,1.47,2.72108843537415,1,1.47,FALSE,1.64957219768464
"3049","YJL082W",8,8,0,0,0,0,8,0,8,0,0,"synonymous_variant",NA,NA,"X",8,2196,2.196,3.64298724954463,0,0,FALSE,1.90866111437956
"3050","YJL083W",5,5,0,0,0,2,3,0,3,2,0,"missense_variant;synonymous_variant",NA,NA,"X",5,1815,1.815,2.75482093663912,0,0,FALSE,1.65976532577323
"3051","YJL084C",16,15,0,1,0,7,8,1,8,7,0,"missense_variant;synonymous_variant;upstream_gene_variant",224,224,"X",15,3141,3.141,4.77554918815664,0.0666666666666667,0.2094,FALSE,2.18530299687632
"3052","YJL085W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"X",2,1872,1.872,1.06837606837607,0,0,FALSE,1.0336227882434
"3053","YJL087C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,2484,2.484,0.402576489533011,0,0,FALSE,0.634489156355734
"3054","YJL089W",6,6,0,0,0,3,3,0,3,3,0,"missense_variant;synonymous_variant",NA,NA,"X",6,2490,2.49,2.40963855421687,0,0,FALSE,1.55230105141267
"3055","YJL090C",2,2,0,0,0,1,1,0,1,1,0,"synonymous_variant;missense_variant",NA,NA,"X",2,2295,2.295,0.871459694989107,0,0,FALSE,0.933520056018673
"3056","YJL091C",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"X",2,1473,1.473,1.35777325186694,0,0,FALSE,1.16523527747272
"3057","YJL092W",6,6,0,0,0,2,4,0,4,2,0,"synonymous_variant;missense_variant",NA,NA,"X",6,3525,3.525,1.70212765957447,0,0,FALSE,1.30465614610688
"3058","YJL094C",3,2,0,1,0,1,1,1,1,1,0,"missense_variant;synonymous_variant;upstream_gene_variant",210,210,"X",2,2622,2.622,0.7627765064836,0.5,1.311,FALSE,0.873370772629586
"3059","YJL095W",10,10,0,0,0,9,1,0,1,9,0,"synonymous_variant;missense_variant",NA,NA,"X",10,4437,4.437,2.25377507324769,0,0,FALSE,1.50125783037015
"3060","YJL098W",4,3,0,1,0,3,0,1,0,3,0,"upstream_gene_variant;missense_variant",416,416,"X",3,3177,3.177,0.944287063267233,0.333333333333333,1.059,FALSE,0.971744340486341
"3061","YJL099W",13,13,0,0,0,1,12,0,12,1,0,"synonymous_variant;missense_variant",NA,NA,"X",13,2241,2.241,5.80098170459616,0,0,FALSE,2.40852272245793
"3062","YJL100W",17,17,0,0,0,6,11,0,11,6,0,"synonymous_variant;missense_variant",NA,NA,"X",17,1824,1.824,9.32017543859649,0,0,FALSE,3.05289623777103
"3063","YJL101C",20,10,0,10,0,3,7,10,7,3,0,"missense_variant;synonymous_variant;upstream_gene_variant",805,545,"X",10,2037,2.037,4.90918016691213,1,2.037,FALSE,2.21566698014664
"3064","YJL102W",18,18,0,0,0,5,13,0,13,5,0,"missense_variant;synonymous_variant",NA,NA,"X",18,2460,2.46,7.31707317073171,0,0,FALSE,2.7050089040023
"3065","YJL103C",13,13,0,0,0,4,9,0,9,4,0,"synonymous_variant;missense_variant",NA,NA,"X",13,1857,1.857,7.00053850296177,0,0,FALSE,2.64585307660153
"3066","YJL104W",5,1,0,4,0,0,1,4,1,0,0,"upstream_gene_variant;synonymous_variant",484,24,"X",1,450,0.45,2.22222222222222,4,1.8,FALSE,1.49071198499986
"3067","YJL105W",6,6,0,0,0,3,3,0,3,3,0,"missense_variant;synonymous_variant",NA,NA,"X",6,1683,1.683,3.5650623885918,0,0,FALSE,1.8881372801234
"3068","YJL106W",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"X",5,1938,1.938,2.57997936016512,0,0,FALSE,1.60623141550809
"3069","YJL107C",10,10,0,0,0,4,6,0,6,4,0,"synonymous_variant;missense_variant",NA,NA,"X",10,1164,1.164,8.59106529209622,0,0,FALSE,2.93105190880275
"3070","YJL108C",13,13,0,0,0,0,13,0,13,0,0,"synonymous_variant",NA,NA,"X",13,1152,1.152,11.2847222222222,0,0,FALSE,3.35927406179106
"3071","YJL109C",25,24,0,1,0,9,15,1,15,9,0,"synonymous_variant;missense_variant;upstream_gene_variant",58,58,"X",24,5310,5.31,4.51977401129944,0.0416666666666667,0.22125,FALSE,2.12597601381094
"3072","YJL110C",25,17,0,8,0,9,8,8,8,9,0,"missense_variant;synonymous_variant;upstream_gene_variant",360,61,"X",17,1656,1.656,10.2657004830918,0.470588235294118,0.779294117647059,FALSE,3.20401318397596
"3073","YJL111W",6,4,0,2,0,1,3,2,3,1,0,"upstream_gene_variant;synonymous_variant;missense_variant",228,182,"X",4,1653,1.653,2.41984271022384,0.5,0.8265,FALSE,1.55558436294013
"3074","YJL112W",13,9,0,4,0,3,6,4,6,3,0,"upstream_gene_variant;synonymous_variant;missense_variant",456,121,"X",9,2145,2.145,4.1958041958042,0.444444444444444,0.953333333333333,FALSE,2.04836622599676
"3075","YJL113W",7,7,0,0,0,5,2,0,2,5,0,"synonymous_variant;missense_variant",NA,NA,"X",7,4648,4.648,1.50602409638554,0,0,FALSE,1.22720173418454
"3076","YJL114W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,681,0.681,1.46842878120411,0,0,FALSE,1.21178743235112
"3077","YJL115W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"X",4,840,0.84,4.76190476190476,0,0,FALSE,2.18217890235992
"3078","YJL116C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"X",2,1014,1.014,1.9723865877712,0,0,FALSE,1.40441681411581
"3079","YJL117W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"X",2,936,0.936,2.13675213675214,0,0,FALSE,1.46176336551172
"3080","YJL118W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"X",1,660,0.66,1.51515151515152,0,0,FALSE,1.23091490979333
"3081","YJL119C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,NA,NA,NA,0,NA,FALSE,NA
"3082","YJL120W",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"X",3,NA,NA,NA,0,NA,FALSE,NA
"3083","YJL123C",8,8,0,0,0,2,6,0,6,2,0,"synonymous_variant;missense_variant",NA,NA,"X",8,1437,1.437,5.56715379262352,0,0,FALSE,2.3594816788065
"3084","YJL125C",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"X",4,1152,1.152,3.47222222222222,0,0,FALSE,1.86338998124982
"3085","YJL126W",6,6,0,0,0,3,3,0,3,3,0,"synonymous_variant;missense_variant",NA,NA,"X",6,924,0.924,6.49350649350649,0,0,FALSE,2.54823595718813
"3086","YJL127C",9,9,0,0,0,5,4,0,4,5,0,"missense_variant;synonymous_variant",NA,NA,"X",9,1923,1.923,4.6801872074883,0,0,FALSE,2.16337403319174
"3087","YJL127W-A",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"X",2,NA,NA,NA,0,NA,FALSE,NA
"3088","YJL128C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"X",7,2007,2.007,3.48779272546089,0,0,FALSE,1.8675633123032
"3089","YJL129C",21,16,0,5,0,7,9,5,9,7,0,"missense_variant;synonymous_variant;upstream_gene_variant",704,226,"X",16,3708,3.708,4.31499460625674,0.3125,1.15875,FALSE,2.07725650949919
"3090","YJL130C",28,25,0,3,0,3,22,3,22,3,0,"synonymous_variant;missense_variant;upstream_gene_variant",859,309,"X",25,6645,6.645,3.76222723852521,0.12,0.7974,FALSE,1.93964616322803
"3091","YJL131C",5,4,0,1,0,1,3,1,3,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",21,21,"X",4,1071,1.071,3.73482726423903,0.25,0.26775,FALSE,1.93257011884149
"3092","YJL132W",17,17,0,0,0,9,8,0,8,9,0,"synonymous_variant;missense_variant",NA,NA,"X",17,2253,2.253,7.54549489569463,0,0,FALSE,2.7469064228136
"3093","YJL133C-A",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"X",2,225,0.225,8.88888888888889,0,0,FALSE,2.98142396999972
"3094","YJL133W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"X",1,945,0.945,1.05820105820106,0,0,FALSE,1.02868899974728
"3095","YJL134W",10,10,0,0,0,2,8,0,8,2,0,"missense_variant;synonymous_variant",NA,NA,"X",10,1230,1.23,8.13008130081301,0,0,FALSE,2.85132974256101
"3096","YJL135W",3,3,0,0,0,2,1,0,1,2,0,"synonymous_variant;missense_variant",NA,NA,"X",3,NA,NA,NA,0,NA,FALSE,NA
"3097","YJL137C",16,16,0,0,0,6,10,0,10,6,0,"missense_variant;synonymous_variant",NA,NA,"X",16,1143,1.143,13.9982502187227,0,0,FALSE,3.74142355510876
"3098","YJL138C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"X",1,1188,1.188,0.841750841750842,0,0,FALSE,0.917469804271967
"3099","YJL139C",8,8,0,0,0,1,7,0,7,1,0,"missense_variant;synonymous_variant",NA,NA,"X",8,1287,1.287,6.21600621600622,0,0,FALSE,2.49319197335589
"3100","YJL140W",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"X",4,666,0.666,6.00600600600601,0,0,FALSE,2.45071540697936
"3101","YJL141C",15,15,0,0,0,4,11,0,11,4,0,"missense_variant;synonymous_variant",NA,NA,"X",15,2424,2.424,6.18811881188119,0,0,FALSE,2.48759297552497
"3102","YJL142C",7,7,0,0,0,6,1,0,1,6,0,"synonymous_variant;missense_variant",NA,NA,"X",7,393,0.393,17.8117048346056,0,0,FALSE,4.22039154991638
"3103","YJL143W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"X",3,477,0.477,6.28930817610063,0,0,FALSE,2.5078493128776
"3104","YJL144W",9,9,0,0,0,1,8,0,8,1,0,"synonymous_variant;missense_variant",NA,NA,"X",9,315,0.315,28.5714285714286,0,0,FALSE,5.34522483824849
"3105","YJL145W",8,8,0,0,0,3,5,0,5,3,0,"missense_variant;synonymous_variant",NA,NA,"X",8,885,0.885,9.03954802259887,0,0,FALSE,3.00658411201132
"3106","YJL146W",9,9,0,0,0,2,7,0,7,2,0,"synonymous_variant;missense_variant",NA,NA,"X",9,1410,1.41,6.38297872340426,0,0,FALSE,2.52645576319956
"3107","YJL147C",19,19,0,0,0,8,11,0,11,8,0,"synonymous_variant;missense_variant",NA,NA,"X",19,1149,1.149,16.5361183637946,0,0,FALSE,4.06646263523896
"3108","YJL148W",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"X",6,702,0.702,8.54700854700855,0,0,FALSE,2.92352673102343
"3109","YJL149W",15,15,0,0,0,3,12,0,12,3,0,"missense_variant;synonymous_variant",NA,NA,"X",15,1992,1.992,7.53012048192771,0,0,FALSE,2.74410649974226
"3110","YJL150W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,NA,NA,NA,0,NA,FALSE,NA
"3111","YJL151C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,402,0.402,4.97512437810945,0,0,FALSE,2.23049868372735
"3112","YJL152W",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"X",4,NA,NA,NA,0,NA,FALSE,NA
"3113","YJL153C",14,14,0,0,0,4,10,0,10,4,0,"synonymous_variant;missense_variant",NA,NA,"X",14,1602,1.602,8.73907615480649,0,0,FALSE,2.95619284804062
"3114","YJL154C",21,21,0,0,0,5,16,0,16,5,0,"missense_variant;synonymous_variant",NA,NA,"X",21,2835,2.835,7.40740740740741,0,0,FALSE,2.72165526975909
"3115","YJL155C",14,14,0,0,0,2,12,0,12,2,0,"synonymous_variant;missense_variant",NA,NA,"X",14,1359,1.359,10.3016924208977,0,0,FALSE,3.20962496577057
"3116","YJL156C",16,16,0,0,0,9,7,0,7,9,0,"synonymous_variant;missense_variant",NA,NA,"X",16,2100,2.1,7.61904761904762,0,0,FALSE,2.76026223736942
"3117","YJL156W-A",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,NA,NA,NA,0,NA,FALSE,NA
"3118","YJL157C",13,13,0,0,0,3,10,0,10,3,0,"missense_variant;synonymous_variant",NA,NA,"X",13,2493,2.493,5.21460088247092,0,0,FALSE,2.28355006130168
"3119","YJL158C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"X",2,684,0.684,2.92397660818713,0,0,FALSE,1.70996392014192
"3120","YJL159W",25,25,0,0,0,3,22,0,22,3,0,"synonymous_variant;missense_variant",NA,NA,"X",25,1242,1.242,20.1288244766506,0,0,FALSE,4.48651585048471
"3121","YJL160C",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"X",5,864,0.864,5.78703703703704,0,0,FALSE,2.40562612162344
"3122","YJL161W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"X",2,543,0.543,3.68324125230203,0,0,FALSE,1.91917723316582
"3123","YJL162C",6,6,0,0,0,2,4,0,4,2,0,"synonymous_variant;missense_variant",NA,NA,"X",6,1752,1.752,3.42465753424658,0,0,FALSE,1.85058302549401
"3124","YJL163C",12,12,0,0,0,4,8,0,8,4,0,"missense_variant;synonymous_variant",NA,NA,"X",12,1668,1.668,7.19424460431655,0,0,FALSE,2.6822089039291
"3125","YJL164C",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"X",5,1194,1.194,4.18760469011725,0,0,FALSE,2.04636377267515
"3126","YJL165C",24,22,0,2,0,5,17,2,17,5,0,"missense_variant;synonymous_variant;upstream_gene_variant",465,20,"X",22,2568,2.568,8.56697819314642,0.0909090909090909,0.233454545454545,FALSE,2.92694007337807
"3127","YJL167W",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"X",5,1059,1.059,4.72143531633617,0,0,FALSE,2.17288640207816
"3128","YJL168C",9,9,0,0,0,3,6,0,6,3,0,"synonymous_variant;missense_variant",NA,NA,"X",9,2202,2.202,4.08719346049046,0,0,FALSE,2.02168085030513
"3129","YJL169W",3,3,0,0,0,2,1,0,1,2,0,"missense_variant;synonymous_variant",NA,NA,"X",3,NA,NA,NA,0,NA,FALSE,NA
"3130","YJL170C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"X",1,630,0.63,1.58730158730159,0,0,FALSE,1.25988157669742
"3131","YJL171C",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"X",4,1191,1.191,3.35852225020991,0,0,FALSE,1.8326271443504
"3132","YJL172W",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"X",6,1731,1.731,3.46620450606586,0,0,FALSE,1.86177455833564
"3133","YJL173C",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"X",5,369,0.369,13.550135501355,0,0,TRUE,3.68105086916155
"3134","YJL174W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"X",2,831,0.831,2.40673886883273,0,0,FALSE,1.55136677443883
"3135","YJL176C",14,14,0,0,0,5,9,0,9,5,0,"synonymous_variant;missense_variant",NA,NA,"X",14,2478,2.478,5.64971751412429,0,0,FALSE,2.37691344270764
"3136","YJL179W",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"X",2,330,0.33,6.06060606060606,0,0,FALSE,2.46182981958665
"3137","YJL180C",8,8,0,0,0,0,8,0,8,0,0,"synonymous_variant",NA,NA,"X",8,978,0.978,8.1799591002045,0,0,FALSE,2.86006277906701
"3138","YJL181W",22,22,0,0,0,10,12,0,12,10,0,"synonymous_variant;missense_variant",NA,NA,"X",22,1836,1.836,11.9825708061002,0,0,FALSE,3.46158501355957
"3139","YJL182C",10,10,0,0,0,5,3,0,3,5,2,"synonymous_variant;missense_variant;stop_gained",NA,NA,"X",10,NA,NA,NA,0,NA,FALSE,NA
"3140","YJL183W",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"X",4,1269,1.269,3.15208825847124,0,0,FALSE,1.77541213763769
"3141","YJL184W",5,5,0,0,0,1,4,0,4,1,0,"synonymous_variant;missense_variant",NA,NA,"X",5,372,0.372,13.4408602150538,0,0,FALSE,3.66617787553383
"3142","YJL185C",10,10,0,0,0,5,5,0,5,5,0,"synonymous_variant;missense_variant",NA,NA,"X",10,882,0.882,11.3378684807256,0,0,FALSE,3.36717514850737
"3143","YJL186W",24,24,0,0,0,13,11,0,11,13,0,"synonymous_variant;missense_variant",NA,NA,"X",24,1761,1.761,13.6286201022147,0,0,FALSE,3.6916961010103
"3144","YJL187C",12,12,0,0,0,4,8,0,8,4,0,"synonymous_variant;missense_variant",NA,NA,"X",12,2460,2.46,4.8780487804878,0,0,FALSE,2.20863052149693
"3145","YJL190C",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"X",4,393,0.393,10.1781170483461,0,0,FALSE,3.19031613611348
"3146","YJL191W",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"X",3,825,0.825,3.63636363636364,0,0,FALSE,1.90692517849118
"3147","YJL192C",5,5,0,0,0,1,4,0,4,1,0,"synonymous_variant;missense_variant",NA,NA,"X",5,705,0.705,7.09219858156028,0,0,FALSE,2.66311820645654
"3148","YJL193W",6,6,0,0,0,0,6,0,6,0,0,"synonymous_variant",NA,NA,"X",6,1209,1.209,4.96277915632754,0,0,FALSE,2.22772959677056
"3149","YJL194W",6,6,0,0,0,0,6,0,6,0,0,"synonymous_variant",NA,NA,"X",6,1542,1.542,3.89105058365759,0,0,FALSE,1.97257460788118
"3150","YJL195C",7,7,0,0,0,3,4,0,4,3,0,"missense_variant;synonymous_variant",NA,NA,"X",7,NA,NA,NA,0,NA,FALSE,NA
"3151","YJL196C",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"X",4,933,0.933,4.28724544480171,0,0,FALSE,2.07056645505565
"3152","YJL197W",20,20,0,0,0,7,13,0,13,7,0,"missense_variant;synonymous_variant",NA,NA,"X",20,3765,3.765,5.31208499335989,0,0,FALSE,2.3047960849845
"3153","YJL198W",26,26,0,0,0,4,22,0,22,4,0,"missense_variant;synonymous_variant",NA,NA,"X",26,2646,2.646,9.82615268329554,0,0,FALSE,3.13466946954468
"3154","YJL199C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,327,0.327,6.11620795107034,0,0,FALSE,2.47309683414749
"3155","YJL200C",26,17,0,9,0,4,13,9,13,4,0,"missense_variant;synonymous_variant;upstream_gene_variant",978,491,"X",17,2370,2.37,7.17299578059072,0.529411764705882,1.25470588235294,FALSE,2.6782449067609
"3156","YJL201W",16,16,0,0,0,3,12,0,13,3,0,"synonymous_variant;missense_variant;splice_region_variant&stop_retained_variant",NA,NA,"X",16,1800,1.8,8.88888888888889,0,0,FALSE,2.98142396999972
"3157","YJL202C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"X",2,NA,NA,NA,0,NA,FALSE,NA
"3158","YJL203W",9,9,0,0,0,4,5,0,5,4,0,"missense_variant;synonymous_variant",NA,NA,"X",9,843,0.843,10.6761565836299,0,0,FALSE,3.26743884160513
"3159","YJL204C",20,20,0,0,0,7,13,0,13,7,0,"synonymous_variant;missense_variant",NA,NA,"X",20,2523,2.523,7.92707094728498,0,0,FALSE,2.81550545147492
"3160","YJL205C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"X",1,305,0.305,3.27868852459016,0,0,FALSE,1.81071492085037
"3161","YJL206C",18,18,0,0,0,8,10,0,10,8,0,"synonymous_variant;missense_variant",NA,NA,"X",18,2277,2.277,7.90513833992095,0,0,FALSE,2.81160778557767
"3162","YJL207C",39,38,0,1,0,8,30,1,30,8,0,"missense_variant;synonymous_variant;upstream_gene_variant",40,40,"X",38,6045,6.045,6.28618693134822,0.0263157894736842,0.159078947368421,FALSE,2.50722694053574
