# Program:featureCounts v1.6.3; Command:"featureCounts" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-a" "yeast.2023.mRNA.sgd.gff" "-o" "gene_count_matrix.txt" "RNAseq_OLD_rep01.bam" "RNAseq_OLD_rep02.bam" "RNAseq_OLD_rep03.bam" "RNAseq_OLD_rep04.bam" "RNAseq_OLD_rep05.bam" "RNAseq_OLD_rep06.bam" "RNAseq_OLD_rep07.bam" "RNAseq_OLD_rep08.bam" "RNAseq_OLD_rep09.bam" "RNAseq_OLD_rep10.bam" "RNAseq_OLD_rep11.bam" "RNAseq_OLD_rep12.bam" "RNAseq_YOUNG_rep01.bam" "RNAseq_YOUNG_rep02.bam" "RNAseq_YOUNG_rep03.bam" "RNAseq_YOUNG_rep04.bam" "RNAseq_YOUNG_rep05.bam" "RNAseq_YOUNG_rep06.bam" "RNAseq_YOUNG_rep07.bam" "RNAseq_YOUNG_rep08.bam" "RNAseq_YOUNG_rep09.bam" "RNAseq_YOUNG_rep10.bam" "RNAseq_YOUNG_rep11.bam" "RNAseq_YOUNG_rep12.bam" 
Geneid	Chr	Start	End	Strand	Length	RNAseq_OLD_rep01.bam	RNAseq_OLD_rep02.bam	RNAseq_OLD_rep03.bam	RNAseq_OLD_rep04.bam	RNAseq_OLD_rep05.bam	RNAseq_OLD_rep06.bam	RNAseq_OLD_rep07.bam	RNAseq_OLD_rep08.bam	RNAseq_OLD_rep09.bam	RNAseq_OLD_rep10.bam	RNAseq_OLD_rep11.bam	RNAseq_OLD_rep12.bam	RNAseq_YOUNG_rep01.bam	RNAseq_YOUNG_rep02.bam	RNAseq_YOUNG_rep03.bam	RNAseq_YOUNG_rep04.bam	RNAseq_YOUNG_rep05.bam	RNAseq_YOUNG_rep06.bam	RNAseq_YOUNG_rep07.bam	RNAseq_YOUNG_rep08.bam	RNAseq_YOUNG_rep09.bam	RNAseq_YOUNG_rep10.bam	RNAseq_YOUNG_rep11.bam	RNAseq_YOUNG_rep12.bam
YJR017C	chrX;chrX	466209;466279	467047;467108	-;-	900	1517	1918	1995	1998	1959	2802	2020	2499	1771	2034	2830	2238	2700	3082	3071	2435	2927	2088	2639	1964	2267	2222	2365	1913
YJR018W	chrX;chrX	466488;466548	467217;467218	+;+	731	39	48	54	73	53	41	18	51	26	14	28	33	62	86	42	69	28	36	52	41	47	23	47	11
YJR019C	chrX;chrX	467132;467152	468316;468316	-;-	1185	78	61	86	84	104	124	8	115	104	104	105	116	101	105	155	80	141	85	73	56	136	93	115	92
YJR020W	chrX	467255	468556	+	1302	22	23	2	13	9	13	17	6	1	4	0	11	7	6	16	15	5	17	11	3	8	0	1	2
YJR021C	chrX;chrX	468414;468457	469614;469644	-;-	1231	255	368	242	300	215	322	402	327	171	214	304	232	310	359	251	324	210	239	289	262	331	297	279	315
YJR022W	chrX	469784	470113	+	330	33	46	67	81	21	89	92	98	29	19	104	61	56	91	43	72	28	39	90	63	113	114	96	85
YJR023C	chrX	469804	470205	-	402	0	0	0	0	1	0	10	0	0	8	0	0	1	1	0	0	0	0	0	1	0	1	0	0
YJR024C	chrX;chrX	470153;470159	470980;470985	-;-	833	26	38	31	27	76	32	17	62	44	48	41	94	80	95	87	28	66	32	27	25	44	50	29	18
YJR025C	chrX;chrX	470986;470986	471884;471859	-;-	899	653	736	537	506	373	855	446	309	194	465	368	456	627	868	560	354	532	363	449	318	379	331	375	362
YJR030C	chrX	483959	486196	-	2238	71	84	71	90	65	50	75	34	53	46	34	64	85	66	51	67	51	37	49	37	48	55	50	38
YJR031C	chrX;chrX	486453;486469	490896;490911	-;-	4459	416	644	415	568	495	471	509	362	290	506	508	428	458	636	517	540	417	488	489	437	409	532	449	313
YJR032W	chrX;chrX	491015;491058	492389;492491	+;+	1477	744	633	944	824	954	806	423	732	474	683	953	961	1051	1295	886	997	700	722	730	573	952	763	661	576
YJR033C	chrX	492378	496451	-	4074	254	229	212	247	229	297	138	144	122	302	335	241	218	332	199	260	170	207	263	190	292	248	231	184
YJR034W	chrX;chrX	496580;496603	497222;497257	+;+	678	329	266	314	330	337	533	313	472	371	292	491	507	502	459	458	324	357	365	439	333	561	556	485	453
YJR035W	chrX	497355	500612	+	3258	328	312	306	264	248	441	302	224	106	213	278	267	383	402	299	445	295	254	218	234	264	317	273	181
YJR036C	chrX	500713	503391	-	2679	139	100	100	102	87	120	64	30	36	89	76	57	113	131	133	82	58	59	56	36	45	64	44	56
YJR037W	chrX	503102	503485	+	384	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR038C	chrX	503710	504072	-	363	0	0	0	0	0	2	2	0	0	0	1	0	8	1	1	3	0	6	3	0	0	0	1	0
YJR039W	chrX	503936	507301	+	3366	160	177	101	115	136	128	107	112	46	122	87	117	117	160	121	143	114	70	130	66	97	134	111	94
YJR040W	chrX;chrX	507671;507707	510157;510154	+;+	2487	394	308	333	336	336	383	194	266	162	327	399	376	452	529	331	422	339	245	377	278	313	351	297	202
YJR041C	chrX	510040	513811	-	3772	1740	1762	2162	2150	2012	1792	1260	1488	1138	1323	1949	1341	1813	2402	1607	2287	1497	1756	2319	1888	2226	1472	1381	1335
YJR042W	chrX;chrX	514026;514030	516469;516469	+;+	2444	662	614	628	784	691	562	359	532	304	647	852	624	823	1009	554	824	484	572	678	574	657	564	500	358
YJR043C	chrX;chrX	516276;516292	517581;517581	-;-	1306	327	314	520	478	435	589	427	535	318	402	769	505	524	722	414	585	348	426	718	603	755	691	622	442
YJR044C	chrX	518586	519335	-	750	1413	1508	1618	1621	1688	1979	1770	2064	1411	1449	2348	1652	1784	2051	1765	1872	1608	1519	2164	2013	2131	1870	2209	2007
YJR045C	chrX	519370	521741	-	2372	4829	3109	5556	5665	5555	8649	3969	5599	2856	6325	8527	7527	8024	10460	5396	6202	4356	4892	6294	5126	6654	9950	6906	4639
YJR046W	chrX	521963	523904	+	1942	407	447	384	441	351	419	313	330	187	396	569	502	397	483	308	401	311	315	437	339	393	501	331	211
YJR047C	chrX;chrX	524797;524798	525464;525504	-;-	708	67	31	39	12	74	426	5	74	52	47	82	59	158	183	208	52	83	17	41	67	55	49	42	30
YJR048W	chrX;chrX	526027;526270	526838;526986	+;+	960	8977	11910	15435	16589	14136	9567	17025	18249	12565	14756	23685	15754	15820	15952	13564	17482	12523	14988	16604	14039	15892	17448	18827	16415
YJR049C	chrX;chrX	526265;526614	528489;528498	-;-	2234	471	593	394	481	439	697	524	340	222	681	575	534	513	623	518	600	430	461	500	430	476	502	366	398
YJR050W	chrX;chrX	528638;528668	529679;529702	+;+	1065	1044	1211	1301	1374	1245	1309	1531	1132	724	781	1260	1006	1144	1389	851	1436	815	1106	1379	1140	1162	1143	1139	1169
YJR051W	chrX;chrX	529795;529848	531463;531522	+;+	1728	735	844	752	731	621	956	719	562	320	711	614	622	905	1117	795	662	723	649	524	407	435	609	473	311
YJR052W	chrX;chrX	531984;532000	533824;533825	+;+	1842	755	662	743	798	550	910	782	498	346	368	661	583	849	1155	702	842	481	667	758	676	808	704	615	501
YJR053W	chrX	534027	535751	+	1725	75	107	143	86	53	189	120	142	51	89	129	145	150	220	105	123	85	93	162	80	117	148	113	103
YJR054W	chrX;chrX	535928;535954	537667;537578	+;+	1740	638	791	582	820	714	805	747	608	425	601	759	657	778	1005	656	845	646	676	856	618	786	769	615	692
YJR055W	chrX;chrX	538702;538762	539659;539704	+;+	1003	358	343	486	572	495	601	601	742	420	333	760	583	520	682	401	780	358	598	773	730	836	680	702	602
YJR056C	chrX;chrX	541622;541652	542702;542703	-;-	1082	429	425	553	572	686	532	452	531	485	584	671	671	450	675	302	889	363	709	747	640	574	618	502	493
YJR057W	chrX;chrX	544052;544055	544867;544867	+;+	816	971	1145	1173	1326	1149	1063	1346	980	668	1045	1265	840	1019	1306	805	1169	860	828	1350	866	1044	1078	931	1017
YJR058C	chrX;chrX	544541;544675	545456;545464	-;-	924	609	484	540	643	547	623	402	585	321	521	589	496	772	763	500	638	410	516	712	535	560	653	567	400
YJR059W	chrX;chrX	545712;545712	548367;548371	+;+	2660	743	841	594	617	562	790	552	446	229	735	773	513	768	1109	687	579	764	466	535	579	597	559	462	503
YJR060W	chrX;chrX	548637;548644	550425;550592	+;+	1956	582	759	721	655	646	679	757	568	413	563	793	753	704	741	553	748	499	605	642	545	553	685	504	479
YJR061W	chrX	550511	553318	+	2808	145	92	91	112	136	141	122	86	62	88	93	91	101	139	106	117	63	112	69	87	127	101	74	71
YJR062C	chrX;chrX	551915;552845	554861;554863	-;-	2949	240	314	239	267	217	305	185	251	172	249	308	257	319	394	315	298	282	240	227	218	210	262	267	164
YJR063W	chrX;chrX	555143;555148	555797;555797	+;+	655	4288	3998	7298	7081	6248	4477	8320	6356	4035	2874	6835	4303	5236	6768	3917	9277	3071	5762	10930	9155	9813	6051	5715	5631
YJR064W	chrX;chrX	555862;555878	557750;557750	+;+	1889	2147	1687	1731	2181	2106	2305	411	1158	703	1980	2037	1488	2248	3011	1508	2152	1727	1484	1863	1493	1620	1557	1156	855
YJR065C	chrX;chrX	557510;557510	559210;559197	-;-	1701	3685	3360	4004	4306	3554	5464	5409	4148	2235	3046	5212	3812	5000	6052	3746	4243	3043	3681	4807	3876	4635	4949	4774	4310
YJR066W	chrX	559416	566828	+	7413	365	294	202	223	204	312	124	186	139	204	254	148	272	381	276	271	247	193	213	156	262	305	234	146
YJR067C	chrX;chrX	566054;566082	567458;567477	-;-	1424	143	162	236	157	187	209	62	223	89	252	302	288	253	337	225	206	159	133	312	168	185	236	158	128
YJR068W	chrX;chrX	567590;567595	568825;568806	+;+	1236	602	413	794	814	920	972	427	911	475	582	1073	782	954	1178	677	918	486	698	964	858	1081	849	705	681
YJR069C	chrX;chrX	568589;568594	569450;569450	-;-	862	674	534	885	833	780	828	683	668	405	638	973	646	815	1122	773	942	617	628	909	650	926	724	597	577
YJR070C	chrX;chrX	569477;569491	570907;570823	-;-	1431	6796	5653	8630	8511	9359	6998	4926	6446	4226	4636	7884	5379	7838	9527	6164	9862	5507	6325	9424	7296	8416	5145	5464	4763
YJR071W	chrX	570405	570773	+	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YJR072C	chrX;chrX	570611;570666	572160;572165	-;-	1555	3933	5347	4851	5635	4714	4632	4258	3559	2783	3404	3985	3581	5782	6957	5069	6066	4268	4726	4796	3727	4766	3396	3427	3087
YJR073C	chrX;chrX	572261;572273	573735;573232	-;-	1475	1573	1691	980	1504	1100	2970	652	737	318	1039	896	711	2201	2306	1776	588	2327	643	670	559	745	945	811	623
YJR074W	chrX;chrX	573074;573079	573884;573848	+;+	811	717	774	781	743	779	930	736	858	531	681	1076	588	846	1211	759	663	911	549	959	675	762	853	813	627
YJR075W	chrX;chrX	573919;573921	575444;575426	+;+	1526	880	942	964	849	1131	1114	664	898	635	894	1225	993	1261	1526	1113	1032	1023	905	966	836	858	868	853	671
YJR076C	chrX;chrX	575220;575220	576690;576758	-;-	1539	1971	1967	2336	2453	2102	2193	2310	2005	1243	1639	2320	1978	2508	2939	2041	2478	1777	1934	2139	2099	2373	2310	1945	1931
YJR077C	chrX;chrX	577042;577117	578251;578658	-;-	1617	2461	2623	2253	2918	2405	2811	1341	1580	1196	2563	2914	2610	3754	4594	3171	2593	3293	2245	1679	1315	1926	1786	1657	1314
YJR078W	chrX	578860	580221	+	1362	28	61	57	39	22	43	6	21	7	5	16	10	26	20	22	18	62	19	13	5	20	14	11	5
YJR079W	chrX	580205	581239	+	1035	40	63	38	34	33	90	22	19	17	16	35	27	31	54	52	32	30	37	37	21	52	31	24	34
YJR080C	chrX;chrX	580207;580265	581645;581699	-;-	1493	560	647	789	807	713	673	462	592	389	564	859	580	647	905	601	863	529	656	768	574	688	708	619	542
YJR082C	chrX;chrX	581692;581709	582412;582938	-;-	1247	799	694	749	733	765	938	690	651	395	574	901	737	831	983	679	788	630	631	758	648	634	601	625	529
YJR083C	chrX;chrX	582303;582303	583579;583556	-;-	1277	4	25	17	34	9	20	39	24	5	12	43	14	25	54	36	46	23	24	6	26	25	22	21	23
YJR084W	chrX;chrX	583690;583700	585170;585163	+;+	1481	350	449	423	507	466	685	287	346	215	344	469	396	444	687	418	465	373	468	426	303	363	382	305	313
YJR085C	chrX;chrX	584946;584975	585481;585481	-;-	536	1277	1104	1404	1235	1594	2112	931	1770	1206	1736	1983	1648	2315	2273	2514	1845	2142	1582	1394	1267	1846	1697	1552	1348
YJR086W	chrX	586039	586452	+	414	1	1	0	0	0	1	0	1	0	0	13	11	7	2	11	0	7	0	9	3	5	7	0	2
YJR087W	chrX	586400	586750	+	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR088C	chrX;chrX	586070;586222	587423;587702	-;-	1633	1493	1565	1927	2010	1733	1882	1773	1898	1050	1558	2181	1894	1958	2592	1755	2156	1355	1905	2287	1810	2182	2174	1943	1859
YJR089W	chrX	587718	590582	+	2865	516	661	653	638	476	701	783	481	228	507	558	527	635	854	351	730	487	457	590	392	627	546	483	414
YJR090C	chrX	590872	594327	-	3456	685	721	813	872	611	902	617	534	395	525	821	491	811	1046	675	867	737	589	804	630	771	632	587	500
YJR091C	chrX	594778	598406	-	3629	778	657	645	675	700	949	453	708	224	670	646	649	798	1083	578	558	768	498	555	455	575	564	551	502
YJR092W	chrX	598735	603078	+	4344	1110	1300	1207	1199	902	1339	824	882	462	817	1082	1011	1276	1665	993	1544	902	959	996	659	912	1240	763	683
YJR093C	chrX;chrX	602251;603060	604261;604261	-;-	2011	577	538	823	818	854	800	614	673	379	482	910	531	663	893	424	874	355	618	1058	856	848	592	795	702
YJR094C	chrX;chrX	604397;604402	605848;605848	-;-	1452	4	3	24	11	1	23	13	14	14	30	20	10	5	6	2	33	8	8	19	11	9	7	15	2
YJR094W-A	chrX;chrX	608273;608285	609090;609104	+;+	832	27221	23852	38879	35138	36058	27537	32625	49210	35975	25830	49560	29806	27146	33357	22330	49316	23170	33494	73170	59038	55093	50587	45370	40888
YJR095W	chrX	609676	610934	+	1259	65	38	28	45	45	50	97	61	37	60	64	82	76	86	53	65	36	71	90	84	70	108	56	92
YJR096W	chrX;chrX	611024;611024	612124;612131	+;+	1108	566	610	487	388	408	680	539	337	237	475	446	391	459	581	494	437	347	361	481	399	438	411	472	323
YJR097W	chrX;chrX	612324;612350	613167;613167	+;+	844	159	175	182	206	284	246	169	243	293	219	341	293	237	229	211	395	181	297	256	181	296	233	213	173
YJR098C	chrX	613059	615253	-	2195	340	276	339	274	293	305	244	208	121	270	263	219	251	342	192	263	248	247	309	218	221	249	239	151
YJR099W	chrX;chrX	615136;615494	616371;617739	+;+	2604	527	624	631	658	714	862	610	820	565	639	1094	726	982	1046	884	852	718	664	851	813	913	1079	920	871
YJR100C	chrX;chrX	616279;616279	617766;617571	-;-	1488	593	501	612	516	608	735	504	735	425	493	761	594	749	836	679	690	517	548	593	498	595	545	639	534
YJR101W	chrX;chrX	618114;618138	619186;619195	+;+	1082	758	875	1065	1168	1095	1028	760	746	635	973	1276	1039	928	1050	778	1225	619	946	956	840	971	1097	1048	731
YJR102C	chrX;chrX	618972;619054	620036;620054	-;-	1083	430	418	531	477	438	406	393	474	276	242	466	314	521	610	389	540	354	427	513	504	552	482	445	390
YJR103W	chrX;chrX	620558;620678	622564;622568	+;+	2011	879	805	675	749	497	2084	538	335	169	460	471	341	1209	1448	762	539	869	428	424	398	463	431	433	336
YJR104C	chrX;chrX	620643;622473	623057;623989	-;-	3347	12187	14897	16950	17436	14150	15445	30024	24106	15883	18012	26998	18613	17212	20751	14777	20026	13148	16895	29060	20518	22112	27706	25414	21674
YJR105W	chrX;chrX	623169;623171	624649;624649	+;+	1481	7685	7852	7954	8685	8427	10081	3010	7566	5226	8970	9914	7975	10098	11622	8377	8869	9883	6868	8862	6775	8220	8368	6815	6069
YJR106W	chrX	624803	627165	+	2363	1	6	0	5	0	2	0	0	1	2	0	4	10	8	6	0	0	1	0	0	8	3	0	0
YJR107W	chrX;chrX	625556;626807	628436;628436	+;+	2881	119	105	130	98	89	145	134	128	54	121	127	91	138	152	79	95	115	123	117	97	117	94	73	51
YJR107C-A	chrX	628457	628693	-	237	686	937	892	887	545	1399	1003	1043	683	666	1218	920	1509	1786	1315	1140	874	1121	999	899	1484	1344	1029	884
YJR108W	chrX	628712	629083	+	372	2	2	1	0	1	0	0	8	0	5	0	3	0	15	7	2	2	0	6	4	4	2	2	4
YJR109C	chrX;chrX	629482;629506	633018;633022	-;-	3541	862	715	819	1015	761	1319	226	616	505	847	1136	707	1263	1902	1017	1106	759	877	1075	853	1237	1013	877	790
YJR110W	chrX;chrX	633489;633489	635858;635823	+;+	2370	111	135	181	134	135	175	62	94	49	121	119	95	149	155	119	124	104	95	108	124	108	101	118	49
YJR111C	chrX	635738	636836	-	1099	133	50	260	155	299	322	32	462	269	229	398	283	337	363	312	433	222	322	492	503	648	395	314	366
YJR112W	chrX;chrX	636992;636996	637784;637788	+;+	797	263	300	274	397	323	690	683	624	373	376	763	534	542	670	380	595	269	495	723	607	618	777	735	717
YJR112W-A	chrX;chrX	637753;637770	638401;638379	+;+	649	281	305	282	276	242	309	212	197	142	407	296	260	298	495	289	340	293	254	261	207	280	237	319	156
YJR113C	chrX;chrX	638113;638158	639395;639393	-;-	1283	623	951	818	972	904	988	1095	883	536	996	1109	1000	702	861	687	944	688	776	967	671	786	815	880	625
YJR114W	chrX	638659	639051	+	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR115W	chrX;chrX	638736;639290	640679;640749	+;+	2014	41	117	142	50	80	77	141	96	46	62	71	37	99	110	87	145	61	133	96	132	60	61	90	109
YJR116W	chrX;chrX	640641;640665	641815;641856	+;+	1216	724	538	1057	1004	759	1196	694	859	453	479	1167	661	995	1460	757	1288	460	615	1571	1198	1388	1016	1032	857
YJR117W	chrX;chrX	641968;641968	643517;643534	+;+	1567	1683	1347	2255	2202	1959	2717	2070	2374	1394	1363	2990	2001	2717	3365	1932	2479	1550	1972	3256	2620	3188	3158	2729	2214
YJR118C	chrX;chrX	643304;643369	644139;644216	-;-	913	807	807	892	1011	1065	962	1295	1034	705	683	1043	949	1051	1180	929	990	649	849	1162	1095	1247	1247	919	983
YJR119C	chrX;chrX	644223;644231	646499;646589	-;-	2367	162	193	234	230	145	231	155	142	173	105	208	150	212	278	161	307	109	163	345	354	324	214	236	164
YJR120W	chrX	647126	647476	+	351	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
YJR121W	chrX;chrX	647371;647385	649503;649513	+;+	2143	12947	22127	12790	15544	13669	10900	15976	9067	7516	13355	13568	13881	15224	15504	15960	15040	17077	13382	7972	6724	9208	8359	10016	9546
YJR122W	chrX;chrX	649343;649371	651864;652035	+;+	2693	167	152	272	210	169	280	345	265	123	214	315	330	153	226	132	202	108	156	343	290	291	366	327	179
YJR123W	chrX;chrX	651667;651771	652697;652777	+;+	1111	74777	58845	81324	82385	90951	80255	38176	100289	87311	69016	111452	76262	78613	87416	72228	97328	77359	75291	133176	108041	102068	104507	100275	87806
YJR124C	chrX;chrX	652697;652709	654483;654485	-;-	1789	317	316	367	382	417	402	189	260	198	323	370	393	346	388	259	416	188	287	327	302	272	239	206	189
YJR125C	chrX;chrX	654335;654567	656023;656023	-;-	1689	607	719	672	732	612	1062	523	501	304	693	741	579	910	1070	793	552	673	579	540	362	530	610	536	389
YJR126C	chrX	656254	658689	-	2436	646	643	448	485	400	749	470	245	178	345	464	313	679	712	458	464	570	409	428	304	405	381	342	252
YJR127C	chrX	658917	663059	-	4143	234	107	128	134	100	204	28	86	45	93	123	75	201	217	143	172	144	114	109	48	117	112	86	64
YJR128W	chrX	662921	663280	+	360	0	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
YJR129C	chrX;chrX	663680;663693	665071;665083	-;-	1404	327	388	431	445	367	426	468	446	242	326	559	424	433	638	366	812	326	537	616	439	585	390	430	330
YJR130C	chrX;chrX	665049;665117	667227;667427	-;-	2379	261	251	267	303	240	478	136	207	112	219	258	159	352	486	224	271	200	287	234	192	295	323	194	121
YJR131W	chrX;chrX	667592;667608	671262;670197	+;+	3671	227	264	177	271	251	295	112	142	196	464	287	278	322	273	230	270	285	227	319	143	180	213	179	169
YJR132W	chrX;chrX	669461;669461	672832;672843	+;+	3383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR133W	chrX;chrX	670433;672842	673726;673726	+;+	3294	1358	1352	1378	1570	1591	1196	1814	1248	1094	1295	1332	1254	1543	1509	1281	1552	1404	1289	1591	1123	1373	1324	1175	969
YJR134C	chrX;chrX	673615;673622	675944;675923	-;-	2330	853	981	997	1204	1093	1193	1177	957	577	624	1078	883	1155	1500	857	1364	770	912	1115	1168	1297	1147	882	788
YJR135C	chrX;chrX	674631;675829	676788;676839	-;-	2209	60	59	89	83	60	150	76	78	32	45	115	68	73	134	50	79	70	42	113	65	70	71	69	83
YJR135W-A	chrX;chrX	676946;676951	677557;677639	+;+	694	2279	2297	2546	2615	3080	2612	1727	3011	2504	2432	3372	2748	2516	2806	2347	2911	2485	2288	3433	2915	2904	3041	2892	2615
YJR136C	chrX;chrX	677352;677355	678782;678728	-;-	1431	144	157	247	220	240	196	157	226	149	164	322	207	175	240	132	245	106	112	257	245	285	250	207	160
YJR137C	chrX	678957	683285	-	4329	258	188	174	226	223	394	111	163	120	200	194	243	276	398	322	253	210	226	185	118	225	227	236	137
YJR138W	chrX	684567	689321	+	4755	432	488	358	463	241	464	268	229	147	235	438	303	408	542	295	405	268	279	361	160	360	349	305	181
YJR139C	chrX;chrX	689310;689375	690636;690925	-;-	1616	10624	10745	13774	13313	14038	14443	9262	17117	12952	13150	18476	14322	15287	17378	14144	18264	13307	14039	19226	14810	17316	16860	17790	15801
YJR140C	chrX	690750	695696	-	4947	358	436	365	459	299	364	310	266	179	359	308	279	354	490	321	450	279	300	304	320	345	395	310	253
YJR140W-A	chrX	690961	691110	+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR141W	chrX;chrX	695873;695881	697089;697171	+;+	1299	39	31	20	62	30	49	14	31	50	42	44	40	56	46	39	54	40	50	22	33	61	37	26	69
YJR142W	chrX;chrX	696757;697064	698341;698363	+;+	1607	296	260	245	238	341	433	192	189	151	317	310	355	283	338	274	224	240	177	291	151	207	278	268	120
YJR143C	chrX;chrX	698168;698197	700685;700705	-;-	2538	1383	1414	1201	1489	1295	1877	754	1346	890	1630	1779	1486	1812	2168	1594	1581	1740	1304	1588	1156	1347	1326	1333	998
YJR144W	chrX;chrX	700686;700861	701763;701957	+;+	1272	1894	1662	2268	2351	2060	2075	2049	1832	951	1296	2342	1781	2192	2495	1662	2305	1261	1752	2219	1768	1910	1813	1702	1515
YJR145C	chrX;chrX	701849;701930	703267;703563	-;-	1715	33417	36196	33161	35910	45618	30606	23917	32426	27833	39906	41398	38526	33162	34102	31972	38725	34676	32136	38069	28074	31556	32522	31811	28005
YJR146W	chrX	703885	704238	+	354	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
YJR147W	chrX;chrX	704050;704089	705714;705719	+;+	1670	73	64	112	63	57	123	111	98	74	70	176	111	70	129	45	146	72	84	124	92	102	88	118	85
YJR148W	chrX;chrX	705592;705603	707187;707187	+;+	1596	3827	4133	2954	3986	2361	5587	1670	2513	1721	3851	4258	3274	4341	6085	3880	3663	3768	3062	3384	2454	3216	3821	2874	2149
YJR149W	chrX	707092	708594	+	1503	160	145	132	133	98	133	54	105	71	114	113	138	146	216	104	131	96	133	114	78	122	104	101	80
YJR150C	chrX	708704	709885	-	1182	4	7	0	4	2	18	0	9	3	5	0	0	2	4	8	0	2	2	16	5	6	3	0	2
YJR151C	chrX	712255	715740	-	3486	19	26	33	27	14	42	30	17	17	24	46	8	34	31	20	25	9	26	20	26	40	27	32	26
YJR151W-A	chrX	717580	717630	+	51	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0
YJR152W	chrX;chrX	718161;719385	721386;721391	+;+	3231	128	131	147	153	132	222	175	151	69	74	144	124	208	255	108	178	90	106	211	130	168	169	163	151
YJR153W	chrX;chrX	722431;722620	724778;724699	+;+	2348	37	33	28	29	43	40	36	38	30	67	46	52	44	44	36	48	30	33	29	32	31	40	65	25
YJR154W	chrX	725784	726824	+	1041	100	115	89	105	53	168	157	34	23	47	87	53	106	203	77	59	70	56	72	94	53	87	56	44
YJR155W	chrX;chrX	727026;727026	728326;728332	+;+	1307	167	145	155	167	120	249	209	126	52	173	170	112	184	251	101	155	105	115	223	167	230	170	162	119
YJR156C	chrX	728574	729596	-	1023	0	0	2	0	0	2	1	0	0	0	0	0	2	5	0	0	0	0	0	0	3	0	0	0
YJR157W	chrX	730515	730877	+	363	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR158W	chrX	732440	734143	+	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR159W	chrX	736044	737117	+	1074	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
YJR160C	chrX	738008	739816	-	1809	0	0	0	6	12	1	0	0	0	0	1	0	1	2	1	3	2	3	0	0	0	2	1	0
YJR161C	chrX	742848	743999	-	1152	0	1	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
YJR162C	chrX	744911	745261	-	351	0	17	2	7	0	1	0	0	2	0	0	0	0	3	0	0	3	4	0	2	2	0	0	0
YKL225W	chrXI	451	798	+	348	0	2	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
YKL224C	chrXI	1810	2181	-	372	0	1	2	1	7	0	7	8	0	5	1	0	2	1	1	6	0	0	4	0	1	6	0	1
YKL223W	chrXI	2389	2721	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKL222C	chrXI	3228	5738	-	2511	373	362	330	337	289	363	269	200	133	271	248	226	379	471	330	312	311	250	244	188	223	316	215	148
YKL221W	chrXI	6107	7528	+	1422	4	10	0	2	2	4	1	0	0	0	1	2	1	5	2	2	2	2	4	5	2	2	5	0
YKL220C	chrXI	9091	11226	-	2136	8	8	4	8	4	36	11	29	18	31	45	44	9	18	12	14	19	16	33	36	13	30	18	14
YKL219W	chrXI	14485	15708	+	1224	185	186	201	169	141	338	151	127	57	163	183	174	248	317	189	224	231	148	217	127	157	168	161	115
YKL218C	chrXI;chrXI	17159;17160	19802;18821	-;-	2644	394	421	426	323	275	614	308	210	171	230	355	202	384	494	298	440	260	309	367	306	380	360	365	178
YKL217W	chrXI	22006	24219	+	2214	138	61	82	75	99	86	199	122	78	59	71	61	61	112	64	108	64	99	90	117	101	127	100	86
YKL216W	chrXI;chrXI	25099;25173	26469;26560	+;+	1462	25923	28295	26734	32788	19499	30417	22189	20230	14738	23930	26460	24469	33318	43016	28571	31119	27227	25097	23012	18482	27137	21717	18577	14887
YKL215C	chrXI	26659	30718	-	4060	64	99	34	64	49	70	54	63	34	73	98	53	53	71	67	22	59	58	62	42	54	78	57	44
YKL214C	chrXI;chrXI	30874;30920	31761;31761	-;-	888	1190	1393	1392	1504	1476	1574	1701	1342	1009	965	1575	1218	1567	1833	1403	1454	1342	1206	1803	1533	1567	1371	1391	1241
